dates,stationid,temperature,humidity,pressure,rain,lightavg,lightmax,moisture
12-11-2018,t12,17.06716,50.52985,1014.677832,0.0,4488.9103,54612.0,8.3134
13-11-2018,t12,14.44444,60.78519,1014.677832,0.0,4488.9103,54612.0,5.1407
14-11-2018,t12,14.08209,76.37313,1014.677832,0.0,4488.9103,54612.0,2.5672
15-11-2018,t12,12.02239,82.50746,1014.677832,0.0,4488.9103,54612.0,1.3881
16-11-2018,t12,13.43284,75.74627,1014.677832,0.0,4488.9103,54612.0,2.9851
17-11-2018,t12,13.05263,73.4812,1014.677832,0.0,4488.9103,54612.0,3.9323
18-11-2018,t12,14.18045,66.03759,1014.677832,0.0,4488.9103,54612.0,5.2932
19-11-2018,t12,15.30597,64.90299,1014.677832,0.0,4488.9103,54612.0,5.9851
20-11-2018,t12,15.15909,66.25,1014.677832,0.0,4488.9103,54612.0,5.6591
21-11-2018,t12,14.63492,59.45238,1014.677832,0.0,4488.9103,54612.0,7.0159
22-11-2018,t12,13.14286,68.75188,1014.677832,0.0,4488.9103,54612.0,6.3835
23-11-2018,t12,13.54478,62.60448,1014.677832,0.0,4488.9103,54612.0,6.9925
24-11-2018,t12,14.58015,54.17557,1014.677832,0.0,4488.9103,54612.0,9.3359
25-11-2018,t12,16.18557,51.61856,1014.677832,0.0,5282.8254,54612.0,9.701
09-07-2018,t13,31.375,56.41667,1010.450625,459.0,1154.4667,4089.0,0.0208
10-07-2018,t13,29.225,69.15,1008.474667,22.5,11.3091,4000.0,0.0
11-07-2018,t13,29.00709,66.64539,1007.40617,22.5,12.1923,4000.0,0.0
12-07-2018,t13,29.16541,66.48872,1006.605113,22.5,10.3143,4000.0,0.0
13-07-2018,t13,23.152,66.96,1014.677832,158.0,235.1452,4000.0,7.304
14-07-2018,t13,26.75,64.76316,1008.399474,0.0,2.4103,4000.0,16.8158
19-07-2018,t13,27.92857,65.76316,1001.634107,126.0,629.7826,4000.0,31.2857
20-07-2018,t13,31.0438,66.76316,1002.401533,272.25,235.1452,4000.0,39.146
28-09-2018,t13,22.86957,62.0,1011.727826,0.0,69.9167,4000.0,73.3913
29-09-2018,t13,22.27551,60.83673,1012.661327,0.0,42.4,4000.0,75.9388
30-09-2018,t13,22.60833,59.425,1011.227833,0.0,42.64,4000.0,70.1333
01-10-2018,t13,21.61029,58.71324,1011.385662,0.0,35.2712,4000.0,65.7868
02-10-2018,t13,21.38983,57.67797,1012.635339,0.0,47.1,4000.0,69.6864
18-10-2018,t13,20.38865,53.75546,1014.677832,0.0,0.0,4000.0,0.0
19-10-2018,t13,17.14286,59.66667,1014.677832,0.0,0.0,4000.0,0.0
20-10-2018,t13,16.56303,59.66387,1014.677832,0.0,0.0,4000.0,0.0
21-10-2018,t13,16.53383,57.93233,1014.677832,0.0,0.0,4000.0,0.0
22-10-2018,,13.0,61.03704,1014.677832,0.0,0.0,4000.0,0.0
29-10-2018,t13,26.7619,91.38095,1014.677832,6.75,49.6905,4000.0,3.8095
31-10-2018,t13,19.55319,51.12766,1014.677832,0.0,19.7273,4000.0,5.7872
01-11-2018,t13,16.73881,54.74627,1014.677832,0.0,75.4426,4000.0,6.1418
02-11-2018,t13,12.72727,66.02273,1014.677832,0.0,50.8571,4000.0,7.697
03-11-2018,t13,12.72727,91.38095,1014.677832,0.0,28.8333,4000.0,4.5154
04-11-2018,t13,12.72727,91.38095,1014.677832,0.0,111.8361,4000.0,5.6917
05-11-2018,t13,12.72727,91.38095,1014.677832,0.0,115.3167,4000.0,5.0448
06-11-2018,t13,12.72727,91.38095,1014.677832,0.0,66.0333,4000.0,5.0299
07-11-2018,t13,12.72727,91.38095,1014.677832,0.0,50.5082,4000.0,5.0299
08-11-2018,t13,12.72727,91.38095,1014.677832,0.0,70.6885,4000.0,5.2164
09-11-2018,t13,12.72727,91.38095,1014.677832,0.0,85.7833,4000.0,5.0758
10-11-2018,t13,12.72727,91.38095,1014.677832,0.0,79.9167,4000.0,5.1128
11-11-2018,t13,12.72727,91.38095,1014.677832,0.0,93.1695,4000.0,6.0522
12-11-2018,t13,12.72727,91.38095,1014.677832,0.0,123.3729,4000.0,5.7164
13-11-2018,t13,12.72727,91.38095,1014.677832,0.0,83.7797,4000.0,6.2388
14-11-2018,t13,12.72727,91.38095,1014.677832,0.0,111.4107,4000.0,5.9695
15-11-2018,t13,12.72727,91.38095,1014.677832,0.0,0.0,4000.0,6.1304
16-11-2018,t13,12.72727,91.38095,1014.677832,0.0,81.9643,4000.0,6.0315
17-11-2018,t13,12.72727,91.38095,1014.677832,0.0,219.3966,7927.0,6.1818
18-11-2018,t13,12.72727,91.38095,1014.677832,0.0,537.7586,27883.0,5.4887
19-11-2018,t13,12.72727,91.38095,1014.677832,0.0,662.431,33578.0,5.209
20-11-2018,t13,12.72727,91.38095,1014.677832,0.0,29.0714,4000.0,6.2273
21-11-2018,t13,12.72727,91.38095,1014.677832,0.0,1166.9492,35534.0,5.2358
22-11-2018,t13,12.72727,91.38095,1014.677832,0.0,1125.7119,31082.0,5.3383
23-11-2018,t13,12.72727,91.38095,1014.677832,0.0,1219.1034,35411.0,5.4328
24-11-2018,t13,12.72727,91.38095,1014.677832,0.0,1164.7241,35663.0,5.5746
25-11-2018,t13,12.72727,91.38095,1014.677832,0.0,993.0,32785.0,5.2887
05-07-2018,t14,23.90566,85.83019,1014.677832,114.75,1458.9231,10031.0,17.5472
06-07-2018,t14,24.27846625,67.31646,1014.677832,22.5,1099.402325,8523.25,16.744425
07-07-2018,t14,24.6512725,69.256575,1014.677832,22.5,739.8815500000001,7015.5,15.94165
08-07-2018,t14,25.02407875,71.19669,1014.677832,22.5,380.3607750000001,5507.75,15.138875
09-07-2018,t14,25.396885,73.13680500000001,1014.677832,22.5,20.84,4000.0,14.3361
11-07-2018,t14,25.76969125,75.07692,1004.995769,38.25,1623.4941,54612.0,13.3077
12-07-2018,t14,26.1424975,93.33898,1005.662373,2.25,7883.4483,54612.0,17.6949
13-07-2018,t14,26.51530375,90.06452,1006.200968,0.0,1898.7297,4782.0,100.0
14-07-2018,t14,26.88811,83.0979,1005.989371,0.0,10565.3523,54612.0,100.0
15-07-2018,t14,24.12903,93.87097,1007.160484,0.0,4853.2581,22614.0,100.0
19-07-2018,t14,28.40323,85.33871,1006.333226,6.75,3109.1471,8377.0,52.5161
20-07-2018,t14,25.53333,93.85926,1007.132,621.0,10.575,4000.0,67.0296
21-07-2018,t14,25.33571,95.82143,1006.939571,4.5,10.575,4000.0,68.3786
22-07-2018,t14,24.52143,97.67857,1007.439357,63.0,10.575,4000.0,66.8071
23-07-2018,t14,25.18182,95.22727,1007.411364,2.25,10.575,4000.0,66.0
24-07-2018,t14,24.28148,97.85185,1008.366741,587.25,10.575,4000.0,67.7185
25-07-2018,t14,25.32353,95.41176,1006.236985,468.0,10.575,4000.0,67.3456
26-07-2018,,22.95556,99.0,1007.257185,1111.5,10.575,4000.0,68.6074
27-07-2018,t14,22.57798,98.79817,1007.357431,778.5,12.6769,4000.0,68.3394
28-07-2018,t14,22.29661,99.0,1007.492627,987.75,12.6769,4000.0,68.322
29-07-2018,t14,25.82857,91.12143,1007.122143,6.75,10.575,4000.0,66.9643
30-07-2018,t14,25.87786,87.73282,1006.394504,0.0,10.575,4000.0,65.374
31-07-2018,t14,25.20863,91.51079,1005.820072,623.25,10.575,4000.0,65.7554
01-08-2018,t14,24.58993,94.13669,1006.478129,330.75,10.575,4000.0,67.2446
02-08-2018,t14,24.89362,93.97163,1007.696809,18.0,1886.241,8210.0,67.078
03-08-2018,t14,25.51748,95.86713,1007.644336,2.25,1633.5476,6844.0,66.0699
04-08-2018,t14,24.30882,99.0,1007.559779,119.25,839.9146,5866.0,65.0956
05-08-2018,t14,21.85185,99.0,1007.756667,1075.5,459.5625,4000.0,67.8444
06-08-2018,t14,21.62411,99.0,1007.505957,308.25,349.4691,4000.0,67.4255
07-08-2018,t14,21.08088,99.0,1009.186397,337.5,312.4474,4000.0,67.7353
08-08-2018,t14,23.79433,98.91489,1010.282199,2.25,951.1235,4000.0,66.539
09-08-2018,t14,24.8209,97.78358,1012.72709,1617.75,1155.72,7439.0,66.6493
10-08-2018,t14,24.26056,98.8662,1010.708592,0.0,1086.122,7382.0,65.662
11-08-2018,t14,23.8169,99.0,1006.567535,144.0,650.0122,2259.0,66.0704
12-08-2018,t14,23.49645,99.0,1003.902908,402.75,923.9744,6580.0,66.305
13-08-2018,t14,22.26241,99.0,1006.058298,2414.25,550.2453,4000.0,67.1986
14-08-2018,t14,24.87234,96.03546,1007.350922,11.25,1128.8354,4659.0,65.6312
15-08-2018,t14,24.48571,95.95,1009.247571,0.0,1160.2436,4723.0,65.0
16-08-2018,t14,25.6338,96.53521,1011.641479,67.5,4772.6625,54612.0,65.0423
17-08-2018,t14,24.82394,97.64789,1009.275282,0.0,1057.557,4000.0,64.4437
18-08-2018,t14,23.79286,99.0,1008.453571,92.25,1057.557,4000.0,64.5357
19-08-2018,t14,25.68345,95.53237,1007.470719,0.0,1057.557,4000.0,64.4604
20-08-2018,,25.06475,98.25899,1009.263885,220.5,1057.557,4000.0,64.5108
21-08-2018,t14,12.14815,52.06667,1010.168963,1044.0,1057.557,4000.0,67.5185
22-08-2018,t14,15.0,91.38095,1000.119333,0.0,1057.557,4000.0,65.55
23-08-2018,t14,18.52,79.2,1014.677832,211.5,143.3125,4000.0,66.16
24-08-2018,t14,18.0,91.38095,1014.677832,285.75,1979.0571,4000.0,67.7368
25-08-2018,t14,18.47619,91.35714,1014.677832,400.5,35.1429,4000.0,66.8333
26-08-2018,,20.0696425,93.267855,1014.677832,300.375,142.6264,4000.0,67.7143
27-08-2018,,21.663095,95.17857,1014.677832,200.25,250.1099,4000.0,65.2432
28-08-2018,,23.256547500000003,97.089285,1014.677832,100.125,357.5934,4000.0,64.7368
29-08-2018,t14,24.85,99.0,1010.227,0.0,465.0769,4000.0,64.0
30-08-2018,t14,26.95522,98.14925,1007.764776,18.0,589.2414,4000.0,64.0149
31-08-2018,t14,21.89189,99.0,1014.677832,1426.5,1307.7174,4000.0,67.4324
01-09-2018,t14,25.51376,95.46789,1014.677832,15.75,1057.557,4000.0,66.2752
02-09-2018,t14,23.5,99.0,1011.309412,87.75,589.2414,4000.0,67.8529
03-09-2018,t14,22.13158,99.0,1011.404211,2.25,0.0,4000.0,66.0
04-09-2018,t14,23.4,99.0,1010.942857,11.25,4.0,4000.0,66.0
05-09-2018,t14,22.61538,99.0,1011.18641,0.0,415.52,4000.0,65.0
06-09-2018,t14,22.48624,98.97248,1014.677832,18.0,1221.5882,4000.0,65.0
07-09-2018,t14,21.03529,99.0,1014.677832,209.25,1191.5714,4000.0,65.7294
08-09-2018,t14,21.96226,98.95283,1014.677832,0.0,1357.3898,4000.0,65.717
09-09-2018,t14,20.88889,97.16667,1014.677832,551.25,93.6667,4000.0,66.9074
10-09-2018,t14,22.65385,99.0,1014.677832,13.5,0.0,4000.0,66.4615
11-09-2018,t14,20.94737,99.0,1014.677832,0.0,0.0,4000.0,66.2105
12-09-2018,t14,20.59494,98.75949,1014.677832,0.0,1400.28,4000.0,65.3038
13-09-2018,t14,20.13889,99.0,1014.677832,344.25,35.1429,4000.0,66.8333
14-09-2018,t14,22.50485,94.62136,1014.677832,2.25,1205.1739,4000.0,65.932
15-09-2018,t14,22.41176,99.0,1014.677832,0.0,39.0,4000.0,65.0
16-09-2018,t14,25.85542,82.31325,1014.677832,0.0,454.2593,4000.0,64.0
17-09-2018,t14,23.83333,99.0,1014.677832,0.0,2619.8333,4000.0,64.0
05-07-2018,t15,24.92929,76.74545,1014.677832,13.51,1207.8913,4000.0,0.1
06-07-2018,t15,25.78667,71.51333,1014.677832,0.0,6.1515,4000.0,2.0
07-07-2018,t15,27.61111,71.68056,1014.677832,0.0,6.1714,4000.0,2.0
08-07-2018,t15,25.5,71.0,1014.677832,26.0,1.0,4000.0,1.0
09-07-2018,t15,24.59091,71.0,1014.677832,42.0,1500.5,4000.0,7.4091
10-07-2018,t15,25.37736,96.0566,1008.378585,1140.75,11.561,4000.0,50.8302
11-07-2018,t15,25.85612,95.7554,1007.238489,0.0,13.1918,4000.0,43.0791
12-07-2018,t15,26.08333,95.40152,1006.499242,0.0,10.4848,4000.0,33.7197
13-07-2018,t15,24.54545,97.93388,1008.130496,0.0,531.8364,4000.0,55.562
14-07-2018,t15,25.93684,92.50526,1007.964947,0.0,561.6731,4000.0,100.0
19-07-2018,t15,28.53333,96.21667,1009.084167,0.0,1024.6,4000.0,8.1
20-07-2018,t15,25.94074,98.03704,1009.739037,357.75,531.8364,4000.0,8.1704
21-07-2018,t15,25.5,98.87143,1009.62,0.0,531.8364,4000.0,10.5929
22-07-2018,t15,24.59854,99.0,1010.056204,31.5,531.8364,4000.0,10.8978
23-07-2018,t15,25.38806,98.76866,1010.090299,0.0,531.8364,4000.0,9.791
24-07-2018,t15,24.69767,99.0,1011.053566,308.25,531.8364,4000.0,27.8527
25-07-2018,t15,25.91262,98.78641,1008.97699,4.5,531.8364,4000.0,33.8447
27-07-2018,t15,22.21429,99.0,1009.98,18.0,0.0,4000.0,24.0238
28-07-2018,t15,21.72535,99.0,1010.195915,774.0,531.8364,4000.0,20.4577
29-07-2018,t15,21.74413,99.0,1010.187527,711.0,594.2510111111111,4000.0,20.42093333333333
30-07-2018,t15,21.76291,99.0,1010.179139,648.0,656.6656222222222,4000.0,20.384166666666665
31-07-2018,t15,21.78169,99.0,1010.170751,585.0,719.0802333333332,4000.0,20.3474
01-08-2018,t15,21.80047,99.0,1010.162363,522.0,781.4948444444444,4000.0,20.31063333333333
02-08-2018,t15,21.81925,99.0,1010.153975,459.0,843.9094555555555,4000.0,20.273866666666667
03-08-2018,t15,21.83803,99.0,1010.145587,396.0,906.3240666666666,4000.0,20.2371
04-08-2018,,21.85681,99.0,1010.137199,333.0,968.7386777777778,4000.0,20.200333333333333
05-08-2018,t15,21.875589999999995,99.0,1010.128811,270.0,1031.153288888889,4000.0,20.163566666666668
06-08-2018,t15,21.89437,99.0,1010.120423,207.0,1093.5679,4000.0,20.1268
07-08-2018,t15,21.35,99.0,1011.624613,104.625,1413.9669,5188.0,19.6268
08-08-2018,t15,23.98592,99.0,1013.128803,2.25,1734.3659,6376.0,19.1268
09-08-2018,t15,24.66187,98.82014,1015.51777,1172.25,2337.925,18101.0,22.4748
10-08-2018,t15,24.30714,99.0,1013.501214,0.0,1536.225,4000.0,19.9357
11-08-2018,t15,23.94326,99.0,1009.377376,123.75,1189.5802,4000.0,18.8298
12-08-2018,t15,23.58741,99.0,1006.722797,427.5,1402.15,4000.0,18.2448
13-08-2018,t15,23.99089,98.605635,1008.4613985,213.75,1648.8555,15967.0,19.71045
14-08-2018,t15,24.39437,98.21127,1010.2,0.0,1895.561,27934.0,21.1761
15-08-2018,t15,24.37589,97.55319,1012.142199,0.0,7508.5909,54612.0,19.8936
16-08-2018,t15,25.29496,98.35971,1014.482302,20.25,1412.0494,13037.0,19.2302
17-08-2018,t15,24.60993,98.74468,1012.07078,0.0,1665.0127,16673.0,18.2766
18-08-2018,t15,24.15493,99.0,1011.319859,22.5,1382.5432,11035.0,17.993
19-08-2018,t15,25.11972,98.01408,1010.360704,0.0,1796.35,26072.0,17.0845
20-08-2018,t15,25.0365,98.9708,1012.140073,15.75,1709.5455,9146.0,16.3066
21-08-2018,t15,24.95321,98.758755,1011.8570216666668,101.625,3949.0696,16723.666666666664,17.32535
22-08-2018,t15,24.86992,98.54671,1011.5739703333334,187.5,6188.593699999999,24301.33333333333,18.3441
23-08-2018,t15,24.78663,98.334665,1011.290919,273.375,8428.1178,31879.0,19.36285
24-08-2018,t15,24.70334,98.12262,1011.0078676666668,359.25,1623.4941,39456.66666666666,20.3816
25-08-2018,t15,24.62005,97.910575,1010.7248163333334,445.125,1623.4941,47034.33333333333,21.400350000000003
26-08-2018,t15,24.53676,97.69853,1010.441765,531.0,1623.4941,54612.0,22.4191
27-08-2018,t15,25.64789,96.69014,1012.264577,0.0,2482.5968,54612.0,21.3239
28-08-2018,t15,25.98582,96.8156,1013.315957,0.0,2482.5968,54612.0,19.773
29-08-2018,t15,25.73759,96.63121,1014.091064,49.5,2482.5968,54612.0,18.8156
30-08-2018,t15,24.38298,98.79433,1011.78305,0.0,2482.5968,54612.0,17.7234
31-08-2018,t15,22.61644,98.9726,1012.361644,1311.75,1361.8684,4000.0,19.5479
16-09-2018,t15,26.83051,84.05085,1016.637288,0.0,1120.8387,4000.0,14.1695
29-10-2018,t15,15.9375,93.21875,1025.028438,0.0,96.6667,4000.0,3.8438
30-10-2018,t15,17.8866,86.65979,1025.730206,0.0,609.76,4000.0,4.0
31-10-2018,t15,17.29915,91.34188,1026.844701,0.0,624.25,4000.0,4.0
01-11-2018,t15,16.375,96.81944,1025.177917,0.0,582.9565,4000.0,4.0
02-11-2018,t15,13.36885,98.18852,1026.812541,119.25,417.0392,4000.0,4.0
03-11-2018,t15,11.475,99.0,1025.899,247.5,417.0392,4000.0,7.75
04-11-2018,t15,13.61739,97.83478,1024.744261,0.0,417.0392,4000.0,9.713
05-11-2018,t15,13.3913,97.40217,1023.579891,0.0,417.0392,4000.0,9.0
06-11-2018,t15,13.13953,94.69767,1023.488256,0.0,417.0392,4000.0,8.3372
07-11-2018,t15,12.83486,92.15596,1023.947064,0.0,417.0392,4000.0,8.0
08-11-2018,t15,12.83168,92.0099,1024.789208,0.0,417.0392,4000.0,7.7525
09-11-2018,t15,12.81967,94.18033,1023.250574,0.0,417.0392,4000.0,7.0
10-11-2018,t15,12.96183,95.32824,1024.020534,0.0,417.0392,4000.0,6.9466
11-11-2018,t15,13.18627,94.64706,1025.47402,0.0,417.0392,4000.0,7.0
12-11-2018,t15,14.54955,91.81081,1024.08955,0.0,417.0392,4000.0,6.009
13-11-2018,t15,13.37097,93.01613,1022.476048,0.0,417.0392,4000.0,5.9919
14-11-2018,t15,12.58268,96.80315,1023.131417,454.5,417.0392,4000.0,6.0709
15-11-2018,t15,10.08511,98.78723,1026.177872,101.25,417.0392,4000.0,8.9574
16-11-2018,t15,22.16921,67.8972,1022.555421,0.0,417.0392,4000.0,8.1028
17-11-2018,t15,22.16921,67.8972,1020.869643,0.0,417.0392,4000.0,7.9286
18-11-2018,t15,22.16921,67.8972,1022.956262,0.0,417.0392,4000.0,7.9159
19-11-2018,t15,22.16921,67.8972,1026.06968,0.0,417.0392,4000.0,7.056
20-11-2018,t15,22.16921,67.8972,1026.240417,0.0,417.0392,4000.0,7.0
21-11-2018,t15,22.16921,67.8972,1025.56729,0.0,417.0392,4000.0,7.0
22-11-2018,t15,22.16921,67.8972,1026.253462,0.0,417.0392,4000.0,6.9327
23-11-2018,t15,22.16921,67.8972,1028.31614,0.0,417.0392,4000.0,7.0
24-11-2018,t15,22.16921,67.8972,1025.770238,0.0,417.0392,4000.0,6.2143
25-11-2018,t15,22.16921,67.8972,1029.755156125,0.0,417.0392,4000.0,6.0
21-06-2018,t6,27.44737,82.0,1033.74007425,4.0,0.0,4000.0,1.0
08-07-2018,t6,27.44737,82.55263,1014.677832,0.0,1052.3333,4000.0,27.7895
09-07-2018,t6,27.16429,90.05,1014.677832,119.25,1623.4941,54612.0,80.3571
10-07-2018,t6,26.17742,93.20968,1014.677832,283.5,23.25,4000.0,76.6371
11-07-2018,t6,25.22917,94.20139,1014.677832,1062.0,26.2683,4000.0,70.1111
12-07-2018,t6,25.81022,93.24088,1014.677832,11.25,23.9054,4000.0,78.0949
13-07-2018,t6,23.92361,97.74306,1014.677832,1554.75,13.6988,4000.0,63.3542
14-07-2018,t6,25.52778,93.59722,1014.677832,569.25,23.1013,4000.0,64.2847
15-07-2018,t6,26.25899,91.89209,1014.677832,357.75,25.4167,4000.0,77.3669
16-07-2018,t6,24.50365,97.05109,1014.677832,1795.5,24.9565,4000.0,79.2263
17-07-2018,t6,24.65248,97.39716,1014.677832,382.5,15.3158,4000.0,71.1135
18-07-2018,t6,25.35915,95.17606,1014.677832,63.0,19.1795,4000.0,64.2324
19-07-2018,t6,26.60993,90.1773,1014.677832,0.0,30.6795,4000.0,67.7092
20-07-2018,t6,24.16667,99.0,1014.677832,11.25,0.0,4000.0,66.8333
25-07-2018,t6,26.39286,93.33929,994.4021429,353.25,1623.4941,54612.0,46.8214
26-07-2018,t6,23.29927,99.0,995.5438686,918.0,2033.0714,38409.0,45.6277
27-07-2018,t6,23.12143,98.90714,995.4987143,677.25,2077.4405,7754.0,46.6143
28-07-2018,t6,22.68571,99.0,995.4635,1689.75,2031.9294,6921.0,48.5929
29-07-2018,t6,21.97059,99.0,995.7388235,0.0,50.0,4000.0,46.4412
30-07-2018,t6,28.42222,79.02222,1004.535778,2.25,1623.4941,54612.0,36.3556
31-07-2018,t6,22.60714,99.0,1005.134643,4.5,371.3,4000.0,29.7143
03-08-2018,t6,26.33333,94.30556,1007.181667,2.25,1661.2632,8865.0,1.6389
04-08-2018,t6,24.2234,98.02128,1007.340319,42.75,1424.4211,16810.0,0.0
05-08-2018,t6,21.92222,99.0,1006.966556,90.0,380.2549,4000.0,0.0
06-08-2018,t6,21.3871,99.0,1006.637742,65.25,386.566,4000.0,0.0
07-08-2018,t6,21.0,99.0,1008.34,51.75,460.7407,4000.0,0.0
08-08-2018,t6,24.33333,97.0625,1009.780313,24.75,2012.4182,17774.0,0.0
09-08-2018,t6,24.78652,97.03371,1012.471011,22.5,2948.68,25988.0,0.0
10-08-2018,t6,24.94444,97.72222,1010.565333,0.0,1324.4038,5733.0,0.0
11-08-2018,t6,24.43956,98.82418,1006.311209,0.0,947.2157,6801.0,0.0
12-08-2018,t6,23.43956,99.0,1003.457692,128.25,844.549,10005.0,0.0
13-08-2018,t6,23.24719,99.0,1005.50809,141.75,1329.4314,4000.0,0.0
14-08-2018,t6,24.94681,95.67021,1007.206277,18.0,3894.6481,28942.0,0.0
15-08-2018,t6,24.87912,95.69231,1009.087143,0.0,2380.1132,27180.0,0.0
16-08-2018,t6,25.97849,95.88172,1011.666667,4.5,4204.0192,24556.0,0.0
17-08-2018,t6,24.5,98.59375,1009.205625,6.75,914.8704,5221.0,0.0
18-08-2018,t6,23.65591,98.97849,1008.249677,38.25,1419.3019,8951.0,0.0
19-08-2018,t6,25.95327,96.98131,1007.674206,0.0,2457.6471,21397.0,0.0
20-08-2018,t6,25.23404,98.07447,1009.357766,24.75,1313.1961,5988.0,0.0
21-08-2018,t6,23.34409,99.0,1010.002581,18.0,691.6538,4000.0,0.0
22-08-2018,t6,24.52632,98.45263,1008.647895,51.75,1296.5769,8700.0,0.0
23-08-2018,t6,23.31868,99.0,1008.080549,105.75,842.7407,8491.0,0.0
24-08-2018,t6,23.76842,98.87368,1007.840842,213.75,1994.3137,18514.0,0.0
25-08-2018,t6,24.36559,98.02151,1007.057097,4.5,1243.549,11864.0,0.0
26-08-2018,t6,24.63736,97.10989,1007.448242,11.25,1656.88,17127.0,0.0
27-08-2018,t6,25.0625,95.8125,1009.534792,0.0,1948.75,19430.0,0.0
28-08-2018,t6,25.24211,97.14737,1010.617368,2.25,1179.0189,5988.0,0.0
29-08-2018,t6,24.84783,98.11957,1011.456413,11.25,858.0,4256.0,0.0
30-08-2018,t6,24.32292,98.625,1008.917396,15.75,833.6415,4000.0,0.0
31-08-2018,t6,24.23077,98.21978,1009.503516,38.25,958.6939,4936.0,0.0
01-09-2018,t6,24.65217,97.69565,1011.193913,11.25,1241.52,6939.0,0.0
02-09-2018,t6,23.28421,99.0,1011.156737,9.0,631.2115,4000.0,0.0
03-09-2018,t6,23.19355,99.0,1011.137204,2.25,721.9796,4000.0,0.0
04-09-2018,t6,23.8,98.9,1011.700778,83.25,1029.7255,4000.0,0.0
05-09-2018,t6,24.61111,98.25556,1011.012,0.0,1302.7347,9440.0,0.0
06-09-2018,t6,25.29365,97.38095,1011.201825,0.0,1829.6479,21500.0,0.0
07-09-2018,t6,22.69444,98.90741,1013.32463,2.25,540.3673,4000.0,0.0
08-09-2018,t6,22.99038,97.16346,1013.853846,2.25,1090.56,4000.0,0.0
09-09-2018,t6,23.82105,98.31579,1014.947263,2.25,763.5098,4000.0,0.0
10-09-2018,t6,24.06383,98.52128,1015.582872,0.0,812.0816,4000.0,0.0
11-09-2018,t6,23.1236,98.95506,1014.544607,0.0,734.875,4000.0,0.0
12-09-2018,t6,22.03297,98.76923,1011.572857,4.5,577.3469,4000.0,0.0
13-09-2018,t6,21.80682,98.93182,1011.115227,0.0,726.2889,4000.0,0.0
14-09-2018,t6,20.90805,98.41379,1014.025977,4.5,914.5814,7233.0,0.0
15-09-2018,t6,21.61458,98.0,1016.0275,0.0,822.0192,4000.0,0.0
16-09-2018,t6,20.88043,97.46739,1014.564565,4.5,808.7959,7847.0,0.0
17-09-2018,t6,20.43617,97.3617,1013.542447,0.0,762.0196,7555.0,0.0
18-09-2018,t6,20.26042,97.97917,1013.615417,0.0,943.4151,7139.0,0.0
19-09-2018,t6,20.64516,96.88172,1013.671505,0.0,744.52,12209.0,0.0
20-09-2018,t6,21.03371,96.83146,1014.674719,0.0,692.1522,5862.0,0.0
21-09-2018,t6,22.61702,97.98936,1017.540851,0.0,924.2041,3009.0,0.0
22-09-2018,t6,18.7033,99.0,1018.442967,0.0,160.1136,4000.0,0.0
23-09-2018,t6,18.3871,99.0,1017.046559,2.25,243.1111,4000.0,0.0
24-09-2018,t6,17.27473,99.0,1015.360659,0.0,172.8409,4000.0,0.0
25-09-2018,t6,19.14894,99.0,1015.18,0.0,671.551,5726.0,0.0
26-09-2018,t6,19.90323,98.88172,1014.68172,0.0,482.375,4000.0,0.0
27-09-2018,t6,20.76667,98.83333,1015.949333,0.0,776.5652,6278.0,0.0
28-09-2018,t6,20.3913,98.94565,1017.218261,0.0,563.0435,4000.0,0.0
29-09-2018,t6,19.75269,98.16129,1018.263656,0.0,521.5745,4000.0,0.0
30-09-2018,t6,19.46739,98.56522,1016.893152,2.25,478.7391,4000.0,0.0
01-10-2018,t6,18.95556,96.64444,1016.950222,0.0,531.4894,7544.0,0.0
02-10-2018,t6,18.81915,93.12766,1018.111915,0.0,551.2609,5298.0,0.0
03-10-2018,t6,18.51579,93.93684,1017.387895,4.5,552.9787,4000.0,0.0
04-10-2018,t6,18.54912333333333,91.44034833333332,1019.144022,2.25,523.9565,4000.0,0.0
05-10-2018,t6,18.582456666666666,88.94385666666666,1020.365385,2.25,406.8298,4000.0,0.0
06-10-2018,t6,18.61579,86.44736499999999,1019.158427,0.0,428.6429,4000.0,0.0
07-10-2018,t6,18.64912333333333,83.95087333333333,1018.439149,4.5,301.3617,4000.0,0.0
08-10-2018,t6,18.682456666666667,81.45438166666668,1016.903789,4.5,286.5417,4000.0,0.0
09-10-2018,t6,18.71579,78.95789,1017.158842,0.0,484.6444,4000.0,0.0
10-10-2018,t6,18.93548,73.74194,1017.567097,0.0,509.7778,4000.0,0.0
11-10-2018,t6,16.26596,94.04255,1018.632447,2.25,259.9302,4000.0,0.0
12-10-2018,t6,15.76344,94.82796,1019.769247,9.0,246.4222,4000.0,0.0
13-10-2018,t6,15.90323,94.03226,1019.422903,4.5,279.7174,4000.0,0.0
14-10-2018,t6,15.6875,95.35417,1018.560104,0.0,245.46,4000.0,0.0
15-10-2018,t6,15.88298,90.02128,1019.206064,0.0,240.087,4000.0,0.0
16-10-2018,t6,16.21505,78.68817,1019.69172,0.0,353.6087,4000.0,0.0
17-10-2018,t6,16.36667,74.43333,1018.504556,0.0,262.2889,4000.0,0.0
18-10-2018,t6,16.28125,78.19792,1018.207604,0.0,280.9574,4000.0,0.0
19-10-2018,t6,16.5,74.69565,1019.391304,0.0,317.6222,4000.0,0.0
20-10-2018,t6,15.76042,78.03125,1021.350625,0.0,269.4681,4000.0,0.0
